,SurveyYear,AreaDesc,SiteName,MinOfAvgSST,AvgOfAvgSST,MaxOfAvgSST,MinOfVesselDepth,AvgOfVesselDepth,MaxOfVesselDepth,ValidHooks,TotalFish,TotalFishingTime.sec,Bank.Rockfish,Barred.Sand.Bass,Blue.Rockfish,Bocaccio,Brown.Rockfish,Brown.Smoothhound,Calico.Rockfish,California.Scorpionfish,California.Sheephead,California.Yellowtail,Canary.Rockfish,Chilipepper,Copper.Rockfish,Cowcod,Flag.Rockfish,Freckled.Rockfish,Gopher.Rockfish,Gray.Smoothhound,Greenblotched.Rockfish,Greenspotted.Rockfish,Greenstriped.Rockfish,Halfbanded.Rockfish,Honeycomb.Rockfish,Lingcod,Lizardfish,Mexican.Rockfish,Ocean.Whitefish,Olive.Rockfish,Pacific.Bonito,Pacific.Mackerel,Pink.Rockfish,Rosy.Rockfish,Sanddab.Unidentified,Southern.Rock.Sole,Speckled.Rockfish,Squarespot.Rockfish,Starry.Rockfish,Swordspine.Rockfish,Treefish,Vermilion.Rockfish,Widow.Rockfish,Yelloweye.Rockfish,Yellowtail.Rockfish,AreaDesc2,MPA.group,MPA.group2,MPA.group3,SiteType,MPA.type,CPUE.Fishpermin,CPUE.Fishper5min,CPUE.Fishpervalidhook,CPUE.Fishfor75hooks,Richness,MPA.when.sampled,BACI.ControlImpact,Mat.Verm,Imm.Verm,Mat.Boc,Imm.Boc,Imm.Gspot,Mat.Gspot,Target.sp,Nontarget.sp,Piscivore,Carnivore,Planktivore,Target.CPUE,Nontarget.CPUE,Piscivore.CPUE,Carnivore.CPUE,Planktivore.CPUE,Target.DShannons,Nontarget.DShannons,Piscivore.DShannons,Carnivore.DShannons,Planktivore.DShannons,Diversity.Shannon,Diversity.Simpson,Diversity.InvSimpson,n,Biomass,Nontarget.bio,Target.bio,Carnivore.bio,Piscivore.bio,Planktivore.bio
146,2010,Point Conception/Arguello,149,NA,NA,NA,59.8,60.41690139,61.6,75,71,1766,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,2.412231031,14.2,0.946666667,71,4,0,Control,53,3,1,3,0,9,70,0,4,66,0,0.933333333,0,0.053333333,0.88,0,0.666496766,0,0,0.474583289,0,0.666496766,0.34,1.515151515,71,99.5,0,99.5,97.12,2.38,0
147,2011,Point Conception/Arguello,149,NA,NA,NA,60.3,60.94861094,61.5,75,72,2156,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2,0,0,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,2.003710575,14.4,0.96,72,5,0,Control,46,8,7,2,0,5,72,0,9,63,0,0.96,0,0.12,0.84,0,0.860000314,0,0,0.552263031,0,0.860000314,0.415509259,1.710891089,72,93.48,0,93.48,84.16,9.32,0
148,2012,Point Conception/Arguello,149,14.6,15.14411765,15.8,60.1,60.66764691,61.4,75,68,1823,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,2.238069117,13.6,0.906666667,68,6,0,Control,47,0,4,3,0,9,68,0,11,57,0,0.906666667,0,0.146666667,0.76,0,1.01878467,0,0.859967281,0.521437961,0,1.01878467,0.491782007,1.967659574,68,94.38,0,94.38,84.79,9.59,0
149,2013,Point Conception/Arguello,149,14.9,15.08769231,15.3,60,61.57846134,62.2,74,65,2469,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37,1,0,0,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,1.579586877,13,0.878378378,65.87837838,8,0,Control,34,2,6,0,0,14,65,0,10,54,1,0.878378378,0,0.135135135,0.72972973,0.013513514,1.299825737,0,0.673011667,0.830636539,0,1.299825737,0.616331361,2.606415793,65,82.9,0,82.9,70.28,11.6,1.02
150,2014,Point Conception/Arguello,149,17.9,18.22909091,18.5,59.6,60.30181829,60.9,67,55,1680,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,7,0,0,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,1.964285714,11,0.820895522,61.56716418,6,0,Control,31,3,8,1,0,2,55,0,9,46,0,0.820895522,0,0.134328358,0.686567164,0,1.169783389,0,0,0.865810579,0,1.169783389,0.571900826,2.335907336,55,70.11,0,70.11,61.67,8.44,0
151,2015,Point Conception/Arguello,149,22.1,22.30612245,22.5,60.5,61.16734719,61.7,75,49,3614,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25,2,0,0,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,0.813503044,9.8,0.653333333,49,6,0,Control,23,2,9,1,0,10,49,0,10,39,0,0.653333333,0,0.133333333,0.52,0,1.281414342,0,0,0.974227264,0,1.281414342,0.653894211,2.889290012,49,64.1,0,64.1,52.12,11.98,0
152,2016,Point Conception/Arguello,149,NA,NA,NA,60.8,61.49285638,62,75,70,3425,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,1.226277372,14,0.933333333,70,4,0,Control,48,4,5,0,0,7,70,0,8,62,0,0.933333333,0,0.106666667,0.826666667,0,0.710694281,0,0.376770161,0.35254251,0,0.710694281,0.36244898,1.568501921,70,91.24,0,91.24,82.84,8.4,0
153,2017,Point Conception/Arguello,149,NA,NA,NA,59.5,59.89016461,60.2,73,61,2114,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,1.731315043,12.2,0.835616438,62.67123288,5,0,Control,50,0,3,0,0,2,61,0,8,53,0,0.835616438,0,0.109589041,0.726027397,0,0.699762397,0,0.693147181,0.253547675,0,0.699762397,0.318194034,1.466692944,61,97.83,0,97.83,85.43,12.4,0
154,2018,Point Conception/Arguello,149,NA,NA,NA,60.4,61.52727335,62.2,75,66,1962,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,1,0,0,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,2.018348624,13.2,0.88,66,6,0,Control,58,2,1,0,0,2,66,0,1,65,0,0.88,0,0.013333333,0.866666667,0,0.446518862,0,0,0.373664684,0,0.446518862,0.171717172,1.207317073,66,103.48,0,103.48,102.06,1.42,0
155,2019,Point Conception/Arguello,149,NA,NA,NA,60.9,61.15373145,61.6,75,67,708,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,1,0,0,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,5.677966102,13.4,0.893333333,67,3,0,Control,55,2,7,1,0,0,67,0,8,59,0,0.893333333,0,0.106666667,0.786666667,0,0.441390725,0,0,0.085915501,0,0.441390725,0.236132769,1.309128026,67,105.9,0,105.9,93.24,12.66,0
156,2004,Point Conception/Arguello,151,NA,NA,NA,61,61.08928571,62,72,28,2708,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,0.620384047,5.6,0.388888889,29.16666667,5,0,NA,15,1,6,0,0,4,28,0,6,22,0,0.388888889,0,0.083333333,0.305555556,0,1.165877588,0,0,0.822560772,0,1.165877588,0.604591837,2.529032258,28,35.32,0,35.32,28.91,6.41,0
157,2005,Point Conception/Arguello,151,NA,NA,NA,61,61,61,74,68,1055,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,3.867298578,13.6,0.918918919,68.91891892,2,0,NA,52,0,16,0,0,0,68,0,16,52,0,0.918918919,0,0.216216216,0.702702703,0,0.545594574,0,0,0,0,0.545594574,0.359861592,1.562162162,68,103.02,0,103.02,83.12,19.9,0
158,2006,Point Conception/Arguello,151,NA,NA,NA,62.2,62.49423122,62.9,68,52,2680,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,32,0,0,0,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,1.164179104,10.4,0.764705882,57.35294118,6,0,NA,28,4,3,0,0,8,52,0,3,41,8,0.764705882,0,0.044117647,0.602941176,0.117647059,1.217052478,0,0,0.602862769,0.661563238,1.217052478,0.581360947,2.38869258,52,60.04,0,60.04,53.59,3.54,2.91
159,2007,Point Conception/Arguello,151,NA,NA,NA,61.2,61.84444526,63.5,75,54,2236,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,44,1,0,0,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,1.4490161,10.8,0.72,54,7,0,NA,40,4,0,1,0,4,54,0,1,51,2,0.72,0,0.013333333,0.68,0.026666667,0.777209682,0,0,0.531123364,0.693147181,0.777209682,0.327846365,1.487755102,54,62.39,0,62.39,60.81,0.54,1.04
160,2008,Point Conception/Arguello,151,NA,NA,NA,61.1,61.36078404,61.6,75,51,2809,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,23,2,0,0,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,1.089355643,10.2,0.68,51,7,0,NA,22,1,5,5,0,12,51,0,10,39,2,0.68,0,0.133333333,0.52,0.026666667,1.427243546,0,0,1.014291361,0,1.427243546,0.698961938,3.32183908,51,51.56,0,51.56,40.56,9.82,1.18
161,2009,Point Conception/Arguello,151,NA,NA,NA,60.9,62.14262328,65.3,75,61,2354,0,0,0,11,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,0,0,0,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,1.55480034,12.2,0.813333333,61,7,0,Control,23,2,8,3,1,18,59,2,12,48,1,0.786666667,0.026666667,0.16,0.64,0.013333333,1.294836112,0,0.286835983,0.971433824,0,1.396682504,0.699811879,3.331244405,61,67.94,0.78,67.16,51.22,15.76,0.96
162,2010,Point Conception/Arguello,151,NA,NA,NA,61.6,61.84166643,62.4,74,36,3724,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,0.580021482,7.2,0.486486486,36.48648649,4,0,Control,24,1,0,1,0,9,35,1,1,35,0,0.472972973,0.013513514,0.013513514,0.472972973,0,0.691150438,0,0,0.691150438,0,0.79888236,0.453703704,1.830508475,36,44.04,0.38,43.66,43.58,0.46,0
163,2011,Point Conception/Arguello,151,NA,NA,NA,61.2,61.6,62.4,75,70,2225,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,1.887640449,14,0.933333333,70,4,0,Control,52,1,13,1,0,2,70,0,15,55,0,0.933333333,0,0.2,0.733333333,0,0.694801408,0,0.244930027,0.156210171,0,0.694801408,0.385714286,1.627906977,70,104.14,0,104.14,87.28,16.86,0
164,2012,Point Conception/Arguello,151,16.1,16.1952381,16.3,61.3,62.06904747,62.3,74,42,3284,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,0.767356882,8.4,0.567567568,42.56756757,6,0,Control,11,3,11,6,0,7,41,1,18,24,0,0.554054054,0.013513514,0.243243243,0.324324324,0,1.271642924,0,0.214559155,1.01328433,0,1.353881645,0.693877551,3.266666667,42,41.48,0.34,41.14,26.35,15.13,0
165,2013,Point Conception/Arguello,151,14.2,14.25185185,14.4,62,62.5037028,63,75,27,4508,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,0.359361136,5.4,0.36,27,5,0,Control,1,0,6,0,0,16,27,0,6,20,1,0.36,0,0.08,0.266666667,0.013333333,1.132584524,0,0,0.612869452,0,1.132584524,0.58436214,2.405940594,27,18.08,0,18.08,12.54,4.68,0.86
166,2014,Point Conception/Arguello,151,18.5,18.83333333,19,61.4,61.71025731,62.3,73,39,3034,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,0.771259064,7.8,0.534246575,40.06849315,3,0,Control,11,0,11,2,0,15,39,0,13,26,0,0.534246575,0,0.178082192,0.356164384,0,1.090691321,0,0,0.68126573,0,1.090691321,0.661406969,2.953398058,39,40.94,0,40.94,29.74,11.2,0
167,2015,Point Conception/Arguello,151,22,22.02325581,22.2,61.3,61.87906984,62.2,75,43,3892,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,0.662898253,8.6,0.573333333,43,7,0,Control,12,1,8,6,0,11,42,1,16,27,0,0.56,0.013333333,0.213333333,0.36,0,1.403043746,0,0.376770161,1.083940953,0,1.480867869,0.733369389,3.750507099,43,47.86,0.22,47.64,30.76,17.1,0
168,2016,Point Conception/Arguello,151,NA,NA,NA,61.4,61.99333382,62.5,74,30,4339,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,18,0,0,0,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,0.41484213,6,0.405405405,30.40540541,6,0,Control,13,5,3,2,0,1,30,0,6,23,1,0.405405405,0,0.081081081,0.310810811,0.013513514,1.213895427,0,0.450561209,0.632369473,0,1.213895427,0.591111111,2.445652174,30,31.95,0,31.95,25.63,5.66,0.66
169,2017,Point Conception/Arguello,151,NA,NA,NA,61.2,61.47083322,61.9,74,48,3011,0,0,0,3,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,0.95649286,9.6,0.648648649,48.64864865,5,0,Control,39,1,3,0,0,1,48,0,3,45,0,0.648648649,0,0.040540541,0.608108108,0,0.659808263,0,0,0.454417711,0,0.659808263,0.296875,1.422222222,48,76.86,0,76.86,73.58,3.28,0
170,2018,Point Conception/Arguello,151,NA,NA,NA,61,61.3129022,61.6,74,62,1895,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45,0,0,0,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,1.963060686,12.4,0.837837838,62.83783784,5,0,Control,42,3,6,2,0,5,62,0,8,53,1,0.837837838,0,0.108108108,0.716216216,0.013513514,0.912967114,0,0,0.524200622,0,0.912967114,0.447450572,1.809792844,62,86.28,0,86.28,77.32,7.98,0.98
171,2019,Point Conception/Arguello,151,NA,NA,NA,61.5,61.94807676,63.1,75,52,1125,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,2.773333333,10.4,0.693333333,52,4,0,Control,34,4,2,2,0,6,52,0,4,48,0,0.693333333,0,0.053333333,0.64,0,0.872990146,0,0,0.651950837,0,0.872990146,0.440828402,1.788359788,52,73.24,0,73.24,69.82,3.42,0
172,2004,Point Conception/Arguello,152,NA,NA,NA,45,45.6757579,46,72,66,700,0,0,10,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37,2,0,4,Conception/Miguel,Conception,Conception/Richardson,Conception,Protected,Marine reserve,5.657142857,13.2,0.916666667,68.75,8,0,NA,21,16,5,0,0,4,66,0,6,50,10,0.916666667,0,0.083333333,0.694444444,0.138888889,1.45557157,0,0.450561209,0.924494028,0,1.45557157,0.646464646,2.828571429,66,52.7,0,52.7,41.4,5.8,5.5
173,2008,Point Conception/Arguello,152,NA,NA,NA,46.7,47.32419426,49.4,75,62,1019,0,0,5,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,31,11,0,4,Conception/Miguel,Conception,Conception/Richardson,Conception,Protected,Marine reserve,3.65063788,12.4,0.826666667,62,9,0,NA,16,15,1,2,0,2,62,0,3,53,6,0.826666667,0,0.04,0.706666667,0.08,1.600519433,0,0,1.228648506,0.450561209,1.600519433,0.699791883,3.33102253,62,48.94,0,48.94,44.46,2.06,2.42
174,2009,Point Conception/Arguello,152,NA,NA,NA,47.2,47.37973002,47.6,75,74,1129,0,0,2,22,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,32,3,1,3,Conception/Miguel,Conception,Conception/Richardson,Conception,Protected,Marine reserve,3.932683791,14.8,0.986666667,74,11,0,NA,21,11,16,6,0,2,74,0,24,47,3,0.986666667,0,0.32,0.626666667,0.04,1.614588037,0,0.344598248,1.092018372,0.636514168,1.614588037,0.712563915,3.479034307,74,76.24,0,76.24,51.52,23.18,1.54
175,2010,Point Conception/Arguello,152,NA,NA,NA,46.7,46.92656296,47,75,64,3258,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,38,0,0,2,Conception/Miguel,Conception,Conception/Richardson,Conception,Protected,Marine reserve,1.178637201,12.8,0.853333333,64,7,0,NA,34,4,3,1,0,7,64,0,10,54,0,0.853333333,0,0.133333333,0.72,0,1.371809833,0,0.673011667,0.987558976,0,1.371809833,0.615722656,2.602287166,64,72.14,0,72.14,62.94,9.2,0
176,2011,Point Conception/Arguello,152,NA,NA,NA,47.5,47.94999984,48.4,75,70,2776,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,0,42,Conception/Miguel,Conception,Conception/Richardson,Conception,Protected,Marine reserve,1.5129683,14,0.933333333,70,6,0,NA,13,8,1,1,0,0,70,0,3,65,2,0.933333333,0,0.04,0.866666667,0.026666667,1.033124124,0,0.636514168,0.754335123,0,1.033124124,0.547346939,2.209197475,70,42.96,0,42.96,38.86,2.9,1.2
177,2012,Point Conception/Arguello,152,17,17.17272727,17.3,47,47.38787853,47.9,64,33,1906,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,3,Conception/Miguel,Conception,Conception/Richardson,Conception,Protected,Marine reserve,1.038824764,6.6,0.515625,38.671875,7,1,Protected,8,4,4,4,0,5,33,0,11,22,0,0.515625,0,0.171875,0.34375,0,1.645196185,0,0.585952618,1.220046716,0,1.645196185,0.767676768,4.304347826,33,28.84,0,28.84,21.32,7.52,0
178,2013,Point Conception/Arguello,152,15.6,16.18030303,16.7,46.1,46.98636332,48,75,66,3727,0,0,3,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,12,Conception/Miguel,Conception,Conception/Richardson,Conception,Protected,Marine reserve,1.06251677,13.2,0.88,66,7,1,Protected,6,15,6,0,0,3,66,0,22,41,3,0.88,0,0.293333333,0.546666667,0.04,1.679607607,0,0.585952618,1.097589196,0,1.679607607,0.780073462,4.54697286,66,52.12,0,52.12,28.28,21.82,2.02
179,2014,Point Conception/Arguello,152,18.1,18.39767442,18.6,46,46.61395379,47,67,43,659,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,7,Conception/Miguel,Conception,Conception/Richardson,Conception,Protected,Marine reserve,3.915022762,8.6,0.641791045,48.13432836,5,1,Protected,19,5,8,0,0,0,43,0,11,32,0,0.641791045,0,0.164179104,0.47761194,0,1.207106344,0,0.585952618,0.656527685,0,1.207106344,0.621957815,2.645207439,43,41.88,0,41.88,31.36,10.52,0
180,2015,Point Conception/Arguello,152,19.6,19.6,19.6,47,47.52241352,48.3,75,58,2555,0,0,0,13,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29,0,0,3,Conception/Miguel,Conception,Conception/Richardson,Conception,Protected,Marine reserve,1.362035225,11.6,0.773333333,58,7,1,Protected,13,15,11,2,0,3,58,0,14,44,0,0.773333333,0,0.186666667,0.586666667,0,1.401423583,0,0.257318641,1.036944517,0,1.401423583,0.674791914,3.074954296,58,56.1,0,56.1,42.88,13.22,0
181,2016,Point Conception/Arguello,152,NA,NA,NA,46.6,46.98518435,47.6,65,54,3726,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,41,0,0,0,Conception/Miguel,Conception,Conception/Richardson,Conception,Protected,Marine reserve,0.869565217,10.8,0.830769231,62.30769231,8,1,Protected,25,16,4,0,0,1,54,0,9,44,1,0.830769231,0,0.138461538,0.676923077,0.015384615,0.964043128,0,0.964962923,0.323815663,0,0.964043128,0.410836763,1.697322468,54,58.44,0,58.44,44.62,12.98,0.84
182,2017,Point Conception/Arguello,152,NA,NA,NA,46.7,46.85757625,47.1,75,66,1756,0,0,1,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,0,5,Conception/Miguel,Conception,Conception/Richardson,Conception,Protected,Marine reserve,2.255125285,13.2,0.88,66,7,1,Protected,26,18,3,0,0,5,66,0,3,62,1,0.88,0,0.04,0.826666667,0.013333333,1.166686092,0,0,0.962294158,0,1.166686092,0.53030303,2.129032258,66,63.96,0,63.96,60.08,3.7,0.18
183,2018,Point Conception/Arguello,152,NA,NA,NA,46.9,47.16716476,47.6,75,67,2204,0,0,4,8,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,38,0,0,4,Conception/Miguel,Conception,Conception/Richardson,Conception,Protected,Marine reserve,1.823956443,13.4,0.893333333,67,9,1,Protected,33,5,6,2,0,8,66,1,8,55,4,0.88,0.013333333,0.106666667,0.733333333,0.053333333,1.402139773,0,0,1.065600854,0,1.458782351,0.641122744,2.786468032,67,70.68,0.12,70.56,61.82,6.92,1.94
184,2019,Point Conception/Arguello,152,NA,NA,NA,46.1,46.44385917,47.1,75,57,1421,0,0,6,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,39,0,0,0,Conception/Miguel,Conception,Conception/Richardson,Conception,Protected,Marine reserve,2.406755806,11.4,0.76,57,7,1,Protected,34,5,7,0,0,2,56,1,7,43,7,0.746666667,0.013333333,0.093333333,0.573333333,0.093333333,1.013974433,0,0,0.406195498,0.410116318,1.08450519,0.503539551,2.014259144,57,72.76,0.16,72.6,58.96,9.7,4.1
185,2004,Point Conception/Arguello,154,NA,NA,NA,70,70.75961538,74,75,52,2275,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,1.371428571,10.4,0.693333333,52,6,0,NA,27,0,4,0,0,18,51,1,5,47,0,0.68,0.013333333,0.066666667,0.626666667,0,1.058110643,0,0.500402424,0.849843622,0,1.132792479,0.603550296,2.52238806,52,58.32,0.14,58.18,50.9,7.42,0
186,2005,Point Conception/Arguello,154,NA,NA,NA,72,72.36170213,76,74,47,2232,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,1.26344086,9.4,0.635135135,47.63513514,4,0,NA,41,3,1,0,0,1,47,0,1,46,0,0.635135135,0,0.013513514,0.621621622,0,0.307501987,0,0,0.208981747,0,0.307501987,0.122227252,1.139247035,47,57.34,0,57.34,55.74,1.6,0
187,2006,Point Conception/Arguello,154,NA,NA,NA,73.1,73.09999847,73.1,15,4,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Conception/Miguel,Conception,Conception/Richardson,Richardson Rock,Control,Non reserve,0.448598131,0.8,0.266666667,20,1,0,NA,0,0,0,0,1,3,4,0,0,4,0,0.266666667,0,0,0.266666667,0,0,0,0,0,0,0,0,1,4,2.02,0,2.02,2.02,0,0
