SurveyYear,AreaDesc,SiteName,SiteLatitude,SiteLongitude,PortDistance,LandfallDist_NM,MainlandDist_NM,CDFGBlock,IncludeSiteSheet,IncludeDrop,IncludeDropDetail,IncludeHook,MinOfAvgSST,AvgOfAvgSST,MaxOfAvgSST,MinOfVesselDepth,AvgOfVesselDepth,MaxOfVesselDepth,HookswithFish,ValidHook,Anemone unid,Bank Rockfish,Barred Sand Bass,Blackgill Rockfish,Blue Rockfish,Bocaccio,Bronzespotted Rockfish,Brown Rockfish,Brown Smoothhound,Calico Rockfish,California Market Squid,California Scorpionfish,California Sheephead,California Yellowtail,Canary Rockfish,Chilipepper,Copper Rockfish,Cowcod,Flag Rockfish,Freckled Rockfish,Giant plumose anemone,Gopher Rockfish,Gorgonian unident (coral),Gray Smoothhound,Greenblotched Rockfish,Greenspotted Rockfish,Greenstriped Rockfish,Halfbanded Rockfish,Honeycomb Rockfish,Humboldt Squid,Invert Unidentified,Lingcod,Lizardfish,Mexican Rockfish,Ocean Whitefish,Olive Rockfish,Pacific Bonito,Pacific Jack Mackerel,Pacific Mackerel,Pacific Sardine,Petrale Sole,Pink Rockfish,Pinkrose Rockfish,Rosethorn Rockfish,Rosy Rockfish,Sanddab Unidentified,Sharpchin Rockfish,Shortbelly Rockfish,Silvergray Rockfish,Southern Rock Sole,Speckled Rockfish,Spiny Dogfish,Spiny Sea Star,Squarespot Rockfish,Starry Rockfish,Stripetail Rockfish,Swordspine Rockfish,Treefish,Unknown Fish,Vermilion Rockfish,White Croaker,Whitespeckled Rockfish,Widow Rockfish,Yelloweye Rockfish,Yellowtail Rockfish
2019,San Clemente Island,137,32 42.971,118 24.277,57.8,5.20,57.00,867,TRUE,TRUE,TRUE,TRUE,,,,82.6,84.48048941,86.3,41,41,,,,,,10,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,9,,,,,,,,,18,,,,,
2004,Point Conception/Arguello,139,34 31.727,120 43.182,52.9,4.50,4.50,644,TRUE,TRUE,TRUE,TRUE,,,,52.5,55.33333333,59.5,66,66,,,,,,28,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,16,,7
2005,Point Conception/Arguello,139,34 31.727,120 43.182,52.9,4.50,4.50,644,TRUE,TRUE,TRUE,TRUE,,,,55,55.70819655,56.3,61,61,,,,,,18,,,,,,,,,,4,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,7,,7
2007,Point Conception/Arguello,139,34 31.727,120 43.182,52.9,4.50,4.50,644,TRUE,TRUE,TRUE,TRUE,,,,56.1,56.88970555,57.7,68,68,,,,,,6,,,,,,,,,,1,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,16
2008,Point Conception/Arguello,139,34 31.727,120 43.182,52.9,4.50,4.50,644,TRUE,TRUE,TRUE,TRUE,,,,57.4,58.13650773,58.7,63,63,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,19,,23
2009,Point Conception/Arguello,139,34 31.727,120 43.182,52.9,4.50,4.50,644,TRUE,TRUE,TRUE,TRUE,,,,56,56.54857112,57.7,70,70,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,3,,20
2010,Point Conception/Arguello,139,34 31.727,120 43.182,52.9,4.50,4.50,644,TRUE,TRUE,TRUE,TRUE,,,,55.8,56.11506893,56.4,73,73,,,,,,13,,,,,,,,,,2,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,1,,5
2011,Point Conception/Arguello,139,34 31.727,120 43.182,52.9,4.50,4.50,644,TRUE,TRUE,TRUE,TRUE,,,,55.8,56.71515164,57.5,66,66,,,,,,7,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,10
2012,Point Conception/Arguello,139,34 31.727,120 43.182,52.9,4.50,4.50,644,TRUE,TRUE,TRUE,TRUE,14.5,14.72028986,14.9,56,56.23768135,56.4,69,69,,,,,,20,,,,,,,,,,4,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,6
2013,Point Conception/Arguello,139,34 31.727,120 43.182,52.9,4.50,4.50,644,TRUE,TRUE,TRUE,TRUE,12.5,12.70625,12.9,56.1,56.52499974,57,64,64,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,38,,,,,18
2014,Point Conception/Arguello,139,34 31.727,120 43.182,52.9,4.50,4.50,644,TRUE,TRUE,TRUE,TRUE,14.6,14.6,14.6,56.4,56.8764703,57.3,51,51,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,45,,,,,3
2015,Point Conception/Arguello,139,34 31.727,120 43.182,52.9,4.50,4.50,644,TRUE,TRUE,TRUE,TRUE,19.2,19.27586207,19.3,56.3,57.35000078,58.9,58,58,,,,,,6,,,,,,,,,,,,,,,,,,,1,1,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,44,,,,,2
2016,Point Conception/Arguello,139,34 31.727,120 43.182,52.9,4.50,4.50,644,TRUE,TRUE,TRUE,TRUE,,,,56.2,57.15833378,58.2,72,72,,,,,,9,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,1,,12
2017,Point Conception/Arguello,139,34 31.727,120 43.182,52.9,4.50,4.50,644,TRUE,TRUE,TRUE,TRUE,,,,57.4,60.63768149,63.5,69,69,,,,,,9,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,1
2018,Point Conception/Arguello,139,34 31.727,120 43.182,52.9,4.50,4.50,644,TRUE,TRUE,TRUE,TRUE,,,,55.4,56.37538464,58.5,65,65,,,,,,6,,,,,,,,,,,,,,,,,,,,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,1,5
2019,Point Conception/Arguello,139,34 31.727,120 43.182,52.9,4.50,4.50,644,TRUE,TRUE,TRUE,TRUE,,,,57.1,58.19218749,61,64,64,,,,,,10,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,35,,,,,12
2004,Point Conception/Arguello,140,34 30.302,120 41.483,51.1,4.30,4.30,644,TRUE,TRUE,TRUE,TRUE,,,,53,55.05573751,57.3,122,122,,,,,,78,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,1,,8
2005,Point Conception/Arguello,140,34 30.302,120 41.483,51.1,4.30,4.30,644,TRUE,TRUE,TRUE,TRUE,,,,53,53.64285714,54,56,56,,,,,,17,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,26,,,1,,8
2006,Point Conception/Arguello,140,34 30.302,120 41.483,51.1,4.30,4.30,644,TRUE,TRUE,TRUE,TRUE,,,,53.9,54.98124987,55.6,64,64,,,,,,36,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,11,,,2,,12
2007,Point Conception/Arguello,140,34 30.302,120 41.483,51.1,4.30,4.30,644,TRUE,TRUE,TRUE,TRUE,,,,54.6,55.12499994,56.3,64,64,,,,,,3,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,54,,,,,1
2008,Point Conception/Arguello,140,34 30.302,120 41.483,51.1,4.30,4.30,644,TRUE,TRUE,TRUE,TRUE,,,,54.4,54.94857156,55.6,70,70,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,44,,,2,,5
2009,Point Conception/Arguello,140,34 30.302,120 41.483,51.1,4.30,4.30,644,TRUE,TRUE,TRUE,TRUE,,,,55.1,55.60169498,56.2,59,59,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,2
2010,Point Conception/Arguello,140,34 30.302,120 41.483,51.1,4.30,4.30,644,TRUE,TRUE,TRUE,TRUE,,,,53.5,54.21193997,55.1,67,67,,,,,,21,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,33,,,1,1,9
2011,Point Conception/Arguello,140,34 30.302,120 41.483,51.1,4.30,4.30,644,TRUE,TRUE,TRUE,TRUE,,,,53.8,55.3218748,57,64,64,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,34,,,,,9
2012,Point Conception/Arguello,140,34 30.302,120 41.483,51.1,4.30,4.30,644,TRUE,TRUE,TRUE,TRUE,13.6,13.90491803,14.2,53.3,54.65573814,55.4,61,61,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,9
2013,Point Conception/Arguello,140,34 30.302,120 41.483,51.1,4.30,4.30,644,TRUE,TRUE,TRUE,TRUE,13.4,14.26911765,15.1,55.5,57.22352942,60.5,68,68,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,2,,2
2014,Point Conception/Arguello,140,34 30.302,120 41.483,51.1,4.30,4.30,644,TRUE,TRUE,TRUE,TRUE,15.3,15.56101695,15.8,54.3,55.07288057,55.6,59,59,,,,,,17,,,,,,,,,1,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,16
2015,Point Conception/Arguello,140,34 30.302,120 41.483,51.1,4.30,4.30,644,TRUE,TRUE,TRUE,TRUE,19.1,19.1925,19.3,53.2,56.00750122,57.9,40,40,,,,,,7,,,,,,,,,,,,,,,,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,6
2016,Point Conception/Arguello,140,34 30.302,120 41.483,51.1,4.30,4.30,644,TRUE,TRUE,TRUE,TRUE,,,,53.7,54.6507684,55.6,65,65,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,42,,,1,,17
2017,Point Conception/Arguello,140,34 30.302,120 41.483,51.1,4.30,4.30,644,TRUE,TRUE,TRUE,TRUE,,,,54.1,55.40161354,56.7,62,62,,,,,,8,,,,,,,,,1,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,1,,7
2018,Point Conception/Arguello,140,34 30.302,120 41.483,51.1,4.30,4.30,644,TRUE,TRUE,TRUE,TRUE,,,,54.6,55.18888887,55.9,72,72,,,,,,3,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,3
2019,Point Conception/Arguello,140,34 30.302,120 41.483,51.1,4.30,4.30,644,TRUE,TRUE,TRUE,TRUE,,,,54.6,57.01323565,57.9,68,68,,,,,,5,,,,,,,,,3,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,1,10
2004,Point Conception/Arguello,145,34 29.868,120 43.056,52.2,5.50,5.50,659,TRUE,TRUE,TRUE,TRUE,,,,85.6,86.85151487,87.5,66,66,,,,,,23,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,
2008,Point Conception/Arguello,145,34 29.868,120 43.056,52.2,5.50,5.50,659,TRUE,TRUE,TRUE,TRUE,,,,87.4,87.87142737,88.6,70,70,,,,,,11,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,18,,
2009,Point Conception/Arguello,145,34 29.868,120 43.056,52.2,5.50,5.50,659,TRUE,TRUE,TRUE,TRUE,,,,87.2,89.69374895,91.4,64,64,,,,,,1,,,,,,,,,,9,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,12,,
2010,Point Conception/Arguello,145,34 29.868,120 43.056,52.2,5.50,5.50,659,TRUE,TRUE,TRUE,TRUE,,,,87.8,89.0277775,90.4,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,
2011,Point Conception/Arguello,145,34 29.868,120 43.056,52.2,5.50,5.50,659,TRUE,TRUE,TRUE,TRUE,,,,88.5,89.04428504,89.7,70,70,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,
2012,Point Conception/Arguello,145,34 29.868,120 43.056,52.2,5.50,5.50,659,TRUE,TRUE,TRUE,TRUE,14.2,14.40441176,14.6,89.3,89.54411697,89.7,68,68,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,
2013,Point Conception/Arguello,145,34 29.868,120 43.056,52.2,5.50,5.50,659,TRUE,TRUE,TRUE,TRUE,12.7,13.07571429,13.6,87.4,89.36428506,93.2,70,70,,,,,,4,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,
2014,Point Conception/Arguello,145,34 29.868,120 43.056,52.2,5.50,5.50,659,TRUE,TRUE,TRUE,TRUE,15.6,15.85074627,15.9,85.9,87.47910297,88.1,67,67,,,,,,7,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,
2015,Point Conception/Arguello,145,34 29.868,120 43.056,52.2,5.50,5.50,659,TRUE,TRUE,TRUE,TRUE,18.5,18.5,18.5,87.3,88.44769181,91.6,65,65,,,,,,28,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,
2016,Point Conception/Arguello,145,34 29.868,120 43.056,52.2,5.50,5.50,659,TRUE,TRUE,TRUE,TRUE,,,,86.3,89.6445961,102.3,74,74,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,
2017,Point Conception/Arguello,145,34 29.868,120 43.056,52.2,5.50,5.50,659,TRUE,TRUE,TRUE,TRUE,,,,85.5,86.39218688,87.2,64,64,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,
2018,Point Conception/Arguello,145,34 29.868,120 43.056,52.2,5.50,5.50,659,TRUE,TRUE,TRUE,TRUE,,,,86.3,87.80344838,88.7,58,58,,,,,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,
2019,Point Conception/Arguello,145,34 29.868,120 43.056,52.2,5.50,5.50,659,TRUE,TRUE,TRUE,TRUE,,,,86.8,87.88749993,88.6,64,64,,,,,,11,,,,,,,,,,3,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,
2004,Point Conception/Arguello,146,34 30.013,120 40.615,51.7,4.20,4.20,644,TRUE,TRUE,TRUE,TRUE,,,,53.5,53.89583333,54,72,72,,,,,,24,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,2,,26
2008,Point Conception/Arguello,146,34 30.013,120 40.615,51.7,4.20,4.20,644,TRUE,TRUE,TRUE,TRUE,,,,53.14,53.53815378,54,65,65,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,4,,9
2009,Point Conception/Arguello,146,34 30.013,120 40.615,51.7,4.20,4.20,644,TRUE,TRUE,TRUE,TRUE,,,,54.3,55.09054009,55.6,74,74,,,,,,10,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,50,,,,,6
2010,Point Conception/Arguello,146,34 30.013,120 40.615,51.7,4.20,4.20,644,TRUE,TRUE,TRUE,TRUE,,,,53.7,54.0042857,54.3,70,70,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,1,,5
2011,Point Conception/Arguello,146,34 30.013,120 40.615,51.7,4.20,4.20,644,TRUE,TRUE,TRUE,TRUE,,,,53.4,53.70000048,54.2,68,68,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,1
2012,Point Conception/Arguello,146,34 30.013,120 40.615,51.7,4.20,4.20,644,TRUE,TRUE,TRUE,TRUE,14.2,14.89857143,15.3,53.3,53.65285655,54.1,70,70,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,20
2013,Point Conception/Arguello,146,34 30.013,120 40.615,51.7,4.20,4.20,644,TRUE,TRUE,TRUE,TRUE,11.5,11.58030303,11.6,53.6,54.13333309,54.9,66,66,,,,,,6,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,40,,,,,15
2014,Point Conception/Arguello,146,34 30.013,120 40.615,51.7,4.20,4.20,644,TRUE,TRUE,TRUE,TRUE,16.1,16.37391304,16.6,53.6,53.96521709,54.8,46,46,,,,,,12,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,19
2015,Point Conception/Arguello,146,34 30.013,120 40.615,51.7,4.20,4.20,644,TRUE,TRUE,TRUE,TRUE,19.5,19.95777778,20.2,53.2,53.76888877,54.8,45,45,,,,,,14,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,2,,6
2016,Point Conception/Arguello,146,34 30.013,120 40.615,51.7,4.20,4.20,644,TRUE,TRUE,TRUE,TRUE,,,,53.3,53.66470544,54,68,68,,,,,,5,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,42,,,2,,16
2017,Point Conception/Arguello,146,34 30.013,120 40.615,51.7,4.20,4.20,644,TRUE,TRUE,TRUE,TRUE,,,,53.8,54.56825384,55.4,63,63,,,,,,6,,,,,,,,,2,,1,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,8
2018,Point Conception/Arguello,146,34 30.013,120 40.615,51.7,4.20,4.20,644,TRUE,TRUE,TRUE,TRUE,,,,52.6,53.09558795,53.6,68,68,,,,,,21,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,27,,,6,1,11
2019,Point Conception/Arguello,146,34 30.013,120 40.615,51.7,4.20,4.20,644,TRUE,TRUE,TRUE,TRUE,,,,53.6,53.96440739,54.4,59,59,,,,,,12,,,,,,,,,,,2,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,20,,,1,,11
2004,Point Conception/Arguello,147,34 29.873,120 41.818,51.2,4.80,4.80,659,TRUE,TRUE,TRUE,TRUE,,,,63.7,63.70727338,63.8,55,55,,,,,,16,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,10,,17
2005,Point Conception/Arguello,147,34 29.873,120 41.818,51.2,4.80,4.80,659,TRUE,TRUE,TRUE,TRUE,,,,62,62.19827586,62.5,58,58,,,,,,2,,,,,,,,,4,,,,,,,,,,,1,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,3,,10
2006,Point Conception/Arguello,147,34 29.873,120 41.818,51.2,4.80,4.80,659,TRUE,TRUE,TRUE,TRUE,,,,63,65.0528571,67.7,70,70,,,,,,5,,,,,,,,,5,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,1,,41
2007,Point Conception/Arguello,147,34 29.873,120 41.818,51.2,4.80,4.80,659,TRUE,TRUE,TRUE,TRUE,,,,62.9,64.28124917,65.8,64,64,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,1,,45
2008,Point Conception/Arguello,147,34 29.873,120 41.818,51.2,4.80,4.80,659,TRUE,TRUE,TRUE,TRUE,,,,62.5,64.52318916,66.4,69,69,,,,,,5,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,14,,20
2009,Point Conception/Arguello,147,34 29.873,120 41.818,51.2,4.80,4.80,659,TRUE,TRUE,TRUE,TRUE,,,,62.4,63.01159436,64.6,69,69,,,,,,5,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,39,,,4,,18
2010,Point Conception/Arguello,147,34 29.873,120 41.818,51.2,4.80,4.80,659,TRUE,TRUE,TRUE,TRUE,,,,62.3,63.69843721,66.5,64,64,,,,,,9,,,,,,,,,10,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,6
2011,Point Conception/Arguello,147,34 29.873,120 41.818,51.2,4.80,4.80,659,TRUE,TRUE,TRUE,TRUE,,,,63,64.57142821,66.4,63,63,,,,,,9,,,,,,,,,4,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,2,,5
2012,Point Conception/Arguello,147,34 29.873,120 41.818,51.2,4.80,4.80,659,TRUE,TRUE,TRUE,TRUE,13.9,13.99622642,14.2,63.8,64.94339695,65.4,53,53,,,,,,2,,,,,,,,,6,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,3
2013,Point Conception/Arguello,147,34 29.873,120 41.818,51.2,4.80,4.80,659,TRUE,TRUE,TRUE,TRUE,13.5,13.68225806,13.9,64.3,67.05967688,68.6,62,62,,,,,,4,,,,,,,,,1,,,1,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,4
2014,Point Conception/Arguello,147,34 29.873,120 41.818,51.2,4.80,4.80,659,TRUE,TRUE,TRUE,TRUE,15.9,16.03802817,16.1,64.1,65.13802789,66.7,71,71,,,,,,2,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,1
2015,Point Conception/Arguello,147,34 29.873,120 41.818,51.2,4.80,4.80,659,TRUE,TRUE,TRUE,TRUE,18.5,18.5375,18.7,62,63.40624917,65,64,64,,,,,,14,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,41,,,,,5
2016,Point Conception/Arguello,147,34 29.873,120 41.818,51.2,4.80,4.80,659,TRUE,TRUE,TRUE,TRUE,,,,61.6,64.71857164,70.3,70,70,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,5,,14
2017,Point Conception/Arguello,147,34 29.873,120 41.818,51.2,4.80,4.80,659,TRUE,TRUE,TRUE,TRUE,,,,64.7,66.17313453,67.4,67,67,,,,,,1,,,,,,,,,1,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,5
2018,Point Conception/Arguello,147,34 29.873,120 41.818,51.2,4.80,4.80,659,TRUE,TRUE,TRUE,TRUE,,,,63.2,64.99041079,66.5,73,73,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,9
2019,Point Conception/Arguello,147,34 29.873,120 41.818,51.2,4.80,4.80,659,TRUE,TRUE,TRUE,TRUE,,,,64.5,65.07592689,66.1,54,54,,,,,,1,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,1
2004,Point Conception/Arguello,148,34 28.791,120 39.436,50.4,4.80,4.80,658,TRUE,TRUE,TRUE,TRUE,,,,58.5,59.33478242,60,69,69,,,,,,14,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,2,,36
2008,Point Conception/Arguello,148,34 28.791,120 39.436,50.4,4.80,4.80,658,TRUE,TRUE,TRUE,TRUE,,,,58.6,59.27833303,60.1,60,60,,,,,,8,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,29,,,11,,8
2009,Point Conception/Arguello,148,34 28.791,120 39.436,50.4,4.80,4.80,658,TRUE,TRUE,TRUE,TRUE,,,,60.5,60.68676427,61,68,68,,,,,,14,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,41,,,,,9
2010,Point Conception/Arguello,148,34 28.791,120 39.436,50.4,4.80,4.80,658,TRUE,TRUE,TRUE,TRUE,,,,59.7,60.03593767,60.4,64,64,,,,,,6,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,40,,,,,7
2011,Point Conception/Arguello,148,34 28.791,120 39.436,50.4,4.80,4.80,658,TRUE,TRUE,TRUE,TRUE,,,,59,59.50140768,60.1,71,71,,,,,,6,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,13
2012,Point Conception/Arguello,148,34 28.791,120 39.436,50.4,4.80,4.80,658,TRUE,TRUE,TRUE,TRUE,14,14,14,59,59.45254206,60.7,59,59,,,,,,11,,,,,,,,,1,,,,,,,,,,1,3,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,19
2013,Point Conception/Arguello,148,34 28.791,120 39.436,50.4,4.80,4.80,658,TRUE,TRUE,TRUE,TRUE,11.9,11.95915493,12,59.7,60.37042236,60.8,71,71,,,,,,10,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,17
2014,Point Conception/Arguello,148,34 28.791,120 39.436,50.4,4.80,4.80,658,TRUE,TRUE,TRUE,TRUE,18,18.1,18.2,58.2,58.87681115,59.2,69,69,,,,,,5,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,50,,,,,10
2015,Point Conception/Arguello,148,34 28.791,120 39.436,50.4,4.80,4.80,658,TRUE,TRUE,TRUE,TRUE,19.9,20.07708333,20.2,58.6,59.06874998,59.5,48,48,,,,,,2,,,,,,,,,3,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,7
2016,Point Conception/Arguello,148,34 28.791,120 39.436,50.4,4.80,4.80,658,TRUE,TRUE,TRUE,TRUE,,,,59.3,59.82241348,61,58,58,,,,,,2,,,,,,,,,2,,,,,,,,,,,6,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,1
