SurveyYear,AreaDesc,SiteName,SiteLatitude,SiteLongitude,PortDistance,LandfallDist_NM,MainlandDist_NM,AvgOfAvgSST,AvgOfVesselDepth,Bank.Rockfish,Blue.Rockfish,Bocaccio,California.Scorpionfish,California.Sheephead,Canary.Rockfish,Chilipepper,Copper.Rockfish,Cowcod,Flag.Rockfish,Gopher.Rockfish,Greenblotched.Rockfish,Greenspotted.Rockfish,Greenstriped.Rockfish,Halfbanded.Rockfish,Honeycomb.Rockfish,Lingcod,Lizardfish,Mexican.Rockfish,Ocean.Whitefish,Olive.Rockfish,Pacific.Bonito,Pacific.Mackerel,Pink.Rockfish,Rosy.Rockfish,Sanddab.Unidentified,Southern.Rock.Sole,Speckled.Rockfish,Spiny.Dogfish,Squarespot.Rockfish,Starry.Rockfish,Swordspine.Rockfish,Treefish,Unknown.Fish,Vermilion.Rockfish,Widow.Rockfish,Yelloweye.Rockfish,Yellowtail.Rockfish,HooksWithFish,ValidHooks,CPUE_perValidHook,CPUE_fishpersite,Target,Nontarget,Carnivore,Piscivore,Planktivore,Target.CPUE,Nontarget.CPUE,Piscivore.CPUE,Carnivore.CPUE,Planktivore.CPUE,Target.Dsimpsons,Nontarget.Dsimpsons,Piscivore.Dsimpsons,Carnivore.Dsimpsons,Planktivore.Dsimpsons,Diversity.Shannon,Diversity.Simpson,Diversity.InvSimpson
2017,Santa Cruz Island,397,34 03.526,119 42.293,20.9,1,20.2,NA,42.46874952,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,16,70,0.228571429,17.14285714,16,0,14,2,0,0.228571429,0,0.028571429,0.2,0,0.328125,1,0.5,0.132653061,1,0.688567369,0.328125,1.488372093
2018,Santa Cruz Island,397,34 03.526,119 42.293,20.9,1,20.2,NA,43.82222154,0,1,9,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,18,75,0.24,18,18,0,6,9,3,0.24,0,0.12,0.08,0.04,0.697530864,1,0,0.666666667,0.444444444,1.531641068,0.697530864,3.306122449
2019,Santa Cruz Island,397,34 03.526,119 42.293,20.9,1,20.2,NA,42.59090874,0,0,5,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,11,75,0.146666667,11,10,1,6,5,0,0.133333333,0.013333333,0.066666667,0.08,0,0.66,0,0,0.722222222,1,1.414279065,0.710743802,3.457142857
2006,Santa Rosa Island,398,34 05.430,120 14.550,33.4,4.8,23.4,NA,43.23636357,0,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,55,65,0.846153846,63.46153846,55,0,17,16,22,0.846153846,0,0.246153846,0.261538462,0.338461538,0.710082645,1,0.59375,0,0,1.37206147,0.710082645,3.449258837
2007,Santa Rosa Island,398,34 05.430,120 14.550,33.4,4.8,23.4,NA,42.97999975,0,14,4,0,0,1,0,8,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,1,55,74,0.743243243,55.74324324,55,0,31,10,14,0.743243243,0,0.135135135,0.418918919,0.189189189,0.769586777,1,0.66,0.514047867,0,1.723081702,0.769586777,4.340028694
2008,Santa Rosa Island,398,34 05.430,120 14.550,33.4,4.8,23.4,NA,42.92321444,0,15,8,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,7,56,75,0.746666667,56,55,1,25,16,15,0.733333333,0.013333333,0.213333333,0.333333333,0.2,0.815867769,0,0.5546875,0.6496,0,1.840260677,0.822066327,5.620071685
2009,Santa Rosa Island,398,34 05.430,120 14.550,33.4,4.8,23.4,NA,42.98928506,0,4,6,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,10,0,0,3,28,69,0.405797101,30.43478261,28,0,17,6,5,0.405797101,0,0.086956522,0.246376812,0.072463768,0.785714286,1,0,0.602076125,0.32,1.76064321,0.785714286,4.666666667
2010,Santa Rosa Island,398,34 05.430,120 14.550,33.4,4.8,23.4,NA,43.51999893,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,75,0.066666667,5,5,0,3,1,1,0.066666667,0,0.013333333,0.04,0.013333333,0.72,1,0,0.444444444,0,1.33217904,0.72,3.571428571
2011,Santa Rosa Island,398,34 05.430,120 14.550,33.4,4.8,23.4,NA,43.09333433,0,15,3,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,30,70,0.428571429,32.14285714,30,0,11,4,15,0.428571429,0,0.057142857,0.157142857,0.214285714,0.671111111,1,0.375,0.495867769,0,1.310719506,0.671111111,3.040540541
2012,Santa Rosa Island,398,34 05.430,120 14.550,33.4,4.8,23.4,15.725,43.15000057,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,75,0.053333333,4,4,0,1,3,0,0.053333333,0,0.04,0.013333333,0,0.75,1,0.666666667,0,1,1.386294361,0.75,4
2013,Santa Rosa Island,398,34 05.430,120 14.550,33.4,4.8,23.4,15.09090909,43.95454511,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,75,0.146666667,11,11,0,3,8,0,0.146666667,0,0.106666667,0.04,0,0.760330579,1,0.625,0.444444444,1,1.515707952,0.760330579,4.172413793
2014,Santa Rosa Island,398,34 05.430,120 14.550,33.4,4.8,23.4,16.7,44.62777731,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,18,65,0.276923077,20.76923077,18,0,5,5,8,0.276923077,0,0.076923077,0.076923077,0.123076923,0.697530864,1,0.32,0.32,0,1.35004469,0.697530864,3.306122449
2015,Santa Rosa Island,398,34 05.430,120 14.550,33.4,4.8,23.4,18.8,45.77000008,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,20,65,0.307692308,23.07692308,20,0,10,10,0,0.307692308,0,0.153846154,0.153846154,0,0.695,1,0.32,0.46,1,1.344257669,0.695,3.278688525
2016,Santa Rosa Island,398,34 05.430,120 14.550,33.4,4.8,23.4,NA,43.07000065,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,20,75,0.266666667,20,20,0,4,12,4,0.266666667,0,0.16,0.053333333,0.053333333,0.73,1,0.375,0.5,0.375,1.538768091,0.73,3.703703704
2017,Santa Rosa Island,398,34 05.430,120 14.550,33.4,4.8,23.4,NA,43.0769219,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,68,0.191176471,14.33823529,13,0,2,11,0,0.191176471,0,0.161764706,0.029411765,0,0.568047337,1,0.429752066,0,1,1.072016969,0.568047337,2.315068493
2018,Santa Rosa Island,398,34 05.430,120 14.550,33.4,4.8,23.4,NA,43.68999901,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,10,75,0.133333333,10,9,1,7,3,0,0.12,0.013333333,0.04,0.093333333,0,0.765432099,0,0.444444444,0.693877551,1,1.695742534,0.8,5
2019,Santa Rosa Island,398,34 05.430,120 14.550,33.4,4.8,23.4,NA,43.21578859,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,75,0.253333333,19,16,3,1,6,12,0.213333333,0.04,0.08,0.013333333,0.16,0.578125,0,0.277777778,0,0.375,1.306646999,0.675900277,3.085470085
2005,Santa Rosa Island,399,34 05.643,120 05.992,27.7,4,21.8,NA,47.17073171,0,8,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,3,0,1,41,75,0.546666667,41,41,0,31,0,10,0.546666667,0,0,0.413333333,0.133333333,0.732897085,1,1,0.603537981,0.32,1.536564467,0.732897085,3.743875278
2006,Santa Rosa Island,399,34 05.643,120 05.992,27.7,4,21.8,NA,50.13999983,0,2,0,0,0,1,0,7,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,35,75,0.466666667,35,35,0,32,1,2,0.466666667,0,0.013333333,0.426666667,0.026666667,0.556734694,1,0,0.474609375,0,1.14400824,0.556734694,2.255985267
2007,Santa Rosa Island,399,34 05.643,120 05.992,27.7,4,21.8,NA,49.69782605,0,0,4,0,0,0,0,16,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,21,0,0,0,46,75,0.613333333,46,46,0,38,6,2,0.613333333,0,0.08,0.506666667,0.026666667,0.65879017,1,0.444444444,0.516620499,0,1.293551029,0.65879017,2.930747922
2008,Santa Rosa Island,399,34 05.643,120 05.992,27.7,4,21.8,NA,51.01714412,0,0,2,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,18,0,0,0,35,75,0.466666667,35,34,1,33,2,0,0.453333333,0.013333333,0.026666667,0.44,0,0.589965398,0,0,0.567493113,1,1.177294753,0.612244898,2.578947368
2009,Santa Rosa Island,399,34 05.643,120 05.992,27.7,4,21.8,NA,50.79142957,0,1,1,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,2,0,0,35,75,0.466666667,35,35,0,33,1,1,0.466666667,0,0.013333333,0.44,0.013333333,0.664489796,1,0,0.624426079,0,1.356694116,0.664489796,2.98053528
2010,Santa Rosa Island,399,34 05.643,120 05.992,27.7,4,21.8,NA,51.40000153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,0.013333333,1,1,0,1,0,0,0.013333333,0,0,0.013333333,0,0,1,1,0,1,0,0,1
2011,Santa Rosa Island,399,34 05.643,120 05.992,27.7,4,21.8,NA,48.85306113,0,0,9,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,49,75,0.653333333,49,49,0,39,10,0,0.653333333,0,0.133333333,0.52,0,0.423990004,1,0.18,0.144641683,1,0.827167291,0.423990004,1.736080983
2012,Santa Rosa Island,399,34 05.643,120 05.992,27.7,4,21.8,17.92857143,48.14285732,0,0,2,0,0,0,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,41,75,0.546666667,41,41,0,38,3,0,0.546666667,0,0.04,0.506666667,0,0.567519334,1,0.444444444,0.5,1,0.950767785,0.567519334,2.312242091
2013,Santa Rosa Island,399,34 05.643,120 05.992,27.7,4,21.8,16.18,51.01200027,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,25,75,0.333333333,25,24,1,24,1,0,0.32,0.013333333,0.013333333,0.32,0,0.15625,0,0,0.15625,1,0.498758466,0.2208,1.283367556
2014,Santa Rosa Island,399,34 05.643,120 05.992,27.7,4,21.8,16.9875,49.125,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,5,0,0,0,16,75,0.213333333,16,15,0,5,4,6,0.2,0,0.053333333,0.066666667,0.08,0.728888889,1,0.375,0,0.277777778,1.560700223,0.7578125,4.129032258
2015,Santa Rosa Island,399,34 05.643,120 05.992,27.7,4,21.8,19.35151515,49.78181827,0,0,3,0,0,0,0,3,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,33,75,0.44,33,33,0,28,5,0,0.44,0,0.066666667,0.373333333,0,0.490358127,1,0.48,0.308673469,1,1.027397579,0.490358127,1.962162162
2016,Santa Rosa Island,399,34 05.643,120 05.992,27.7,4,21.8,NA,50.20000076,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,75,0.04,3,3,0,3,0,0,0.04,0,0,0.04,0,0.444444444,1,1,0.444444444,1,0.636514168,0.444444444,1.8
2017,Santa Rosa Island,399,34 05.643,120 05.992,27.7,4,21.8,NA,49.91304281,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,23,75,0.306666667,23,23,0,20,3,0,0.306666667,0,0.04,0.266666667,0,0.620037807,1,0.444444444,0.51,1,1.275588756,0.620037807,2.631840796
2018,Santa Rosa Island,399,34 05.643,120 05.992,27.7,4,21.8,NA,48.7166667,0,0,1,0,0,0,0,22,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,46,75,0.613333333,46,32,14,28,4,14,0.426666667,0.186666667,0.053333333,0.373333333,0.186666667,0.4921875,0,0.375,0.349489796,0,1.300537853,0.661625709,2.955307263
2019,Santa Rosa Island,399,34 05.643,120 05.992,27.7,4,21.8,NA,50.2166659,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,75,0.08,6,5,1,6,0,0,0.066666667,0.013333333,0,0.08,0,0.48,0,1,0.611111111,1,1.011404265,0.611111111,2.571428571
2005,Santa Rosa Island,402,34 05.833,120 05.503,27.3,3.9,21.4,NA,48,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,0,0,0,39,70,0.557142857,41.78571429,39,0,36,2,1,0.557142857,0,0.028571429,0.514285714,0.014285714,0.524654832,1,0.5,0.444444444,0,0.943249551,0.524654832,2.10373444
2006,Santa Rosa Island,402,34 05.833,120 05.503,27.3,3.9,21.4,NA,49.38846119,0,0,2,0,0,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,26,69,0.376811594,28.26086957,26,0,24,2,0,0.376811594,0,0.028985507,0.347826087,0,0.538461538,1,0,0.465277778,1,1.098765963,0.538461538,2.166666667
2007,Santa Rosa Island,402,34 05.833,120 05.503,27.3,3.9,21.4,NA,49.86229456,0,0,10,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,61,74,0.824324324,61.82432432,61,0,51,10,0,0.824324324,0,0.135135135,0.689189189,0,0.425154528,1,0,0.216070742,1,0.848451008,0.425154528,1.739597943
2008,Santa Rosa Island,402,34 05.833,120 05.503,27.3,3.9,21.4,NA,48.97777875,0,1,6,0,0,0,0,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,17,1,0,0,36,69,0.52173913,39.13043478,36,0,27,6,3,0.52173913,0,0.086956522,0.391304348,0.043478261,0.723765432,1,0,0.56515775,0.444444444,1.662894151,0.723765432,3.620111732
2009,Santa Rosa Island,402,34 05.833,120 05.503,27.3,3.9,21.4,NA,48.22000027,0,0,4,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,40,75,0.533333333,40,40,0,36,4,0,0.533333333,0,0.053333333,0.48,0,0.55875,1,0,0.467592593,1,1.059288915,0.55875,2.266288952
2010,Santa Rosa Island,402,34 05.833,120 05.503,27.3,3.9,21.4,NA,48.22000027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,Inf
2011,Santa Rosa Island,402,34 05.833,120 05.503,27.3,3.9,21.4,NA,49.72500031,0,0,24,0,0,0,0,4,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,0,56,74,0.756756757,56.75675676,56,0,31,25,0,0.756756757,0,0.337837838,0.418918919,0,0.671556122,1,0.0768,0.528616025,1,1.302428983,0.671556122,3.044660194
2012,Santa Rosa Island,402,34 05.833,120 05.503,27.3,3.9,21.4,17.7075,49.25249929,0,0,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,40,70,0.571428571,42.85714286,40,0,24,16,0,0.571428571,0,0.228571429,0.342857143,0,0.535,1,0,0.152777778,1,0.845113257,0.535,2.150537634
2013,Santa Rosa Island,402,34 05.833,120 05.503,27.3,3.9,21.4,16.28545455,49.69090909,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,55,75,0.733333333,55,55,0,37,18,0,0.733333333,0,0.24,0.493333333,0,0.475371901,1,0.104938272,0.052593134,1,0.786036665,0.475371901,1.906112161
2014,Santa Rosa Island,402,34 05.833,120 05.503,27.3,3.9,21.4,17,51.22500038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,69,0.057971014,4.347826087,4,0,2,2,0,0.057971014,0,0.028985507,0.028985507,0,0.625,1,0,0.5,1,1.039720771,0.625,2.666666667
2015,Santa Rosa Island,402,34 05.833,120 05.503,27.3,3.9,21.4,19.975,50.76249933,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,24,75,0.32,24,24,0,18,6,0,0.32,0,0.08,0.24,0,0.701388889,1,0.277777778,0.549382716,1,1.375343336,0.701388889,3.348837209
2016,Santa Rosa Island,402,34 05.833,120 05.503,27.3,3.9,21.4,NA,49.12580613,0,0,4,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,0,0,0,31,75,0.413333333,31,31,0,26,4,1,0.413333333,0,0.053333333,0.346666667,0.013333333,0.505723205,1,0,0.322485207,0,1.013815395,0.505723205,2.023157895
2017,Santa Rosa Island,402,34 05.833,120 05.503,27.3,3.9,21.4,NA,49.64000066,0,0,6,0,0,0,0,4,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,30,75,0.4,30,30,0,23,7,0,0.4,0,0.093333333,0.306666667,0,0.74,1,0.244897959,0.627599244,1,1.505691686,0.74,3.846153846
2018,Santa Rosa Island,402,34 05.833,120 05.503,27.3,3.9,21.4,NA,50.33255857,0,0,7,0,0,0,0,20,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,43,75,0.573333333,43,39,4,31,7,5,0.52,0.053333333,0.093333333,0.413333333,0.066666667,0.656147272,0,0,0.50780437,0.32,1.458582368,0.708491076,3.430426716
2019,Santa Rosa Island,402,34 05.833,120 05.503,27.3,3.9,21.4,NA,51.06500149,0,0,6,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,20,75,0.266666667,20,20,0,14,6,0,0.266666667,0,0.08,0.186666667,0,0.735,1,0,0.642857143,1,1.353525271,0.735,3.773584906
2006,Anacapa Island,413,33 57.809,119 29.329,17.6,3.8,17.4,NA,62.43333435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,75,0.04,3,3,0,2,0,1,0.04,0,0,0.026666667,0.013333333,0.444444444,1,1,0,0,0.636514168,0.444444444,1.8
2007,Anacapa Island,413,33 57.809,119 29.329,17.6,3.8,17.4,NA,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,75,0.013333333,1,1,0,0,0,1,0.013333333,0,0,0,0.013333333,0,1,1,1,0,0,0,1
2008,Anacapa Island,413,33 57.809,119 29.329,17.6,3.8,17.4,NA,52.527273,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,2,0,0,0,11,70,0.157142857,11.78571429,11,0,8,0,3,0.157142857,0,0,0.114285714,0.042857143,0.776859504,1,1,0.65625,0.444444444,1.546598686,0.776859504,4.481481481
2009,Anacapa Island,413,33 57.809,119 29.329,17.6,3.8,17.4,NA,59.21428571,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,7,70,0.1,7.5,5,2,4,3,0,0.071428571,0.028571429,0.042857143,0.057142857,0,0.48,0,0,0.5,1,1.078992208,0.653061224,2.882352941
2010,Anacapa Island,413,33 57.809,119 29.329,17.6,3.8,17.4,NA,55.04999924,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,70,0.028571429,2.142857143,2,0,2,0,0,0.028571429,0,0,0.028571429,0,0.5,1,1,0.5,1,0.693147181,0.5,2
2011,Anacapa Island,413,33 57.809,119 29.329,17.6,3.8,17.4,NA,52.96739089,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,46,75,0.613333333,46,46,0,3,41,2,0.613333333,0,0.546666667,0.04,0.026666667,0.199432892,1,0,0,0,0.416933006,0.199432892,1.249114522
2012,Anacapa Island,413,33 57.809,119 29.329,17.6,3.8,17.4,20.1,52.48928683,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,28,60,0.466666667,35,28,0,4,24,0,0.466666667,0,0.4,0.066666667,0,0.25255102,1,0,0.375,1,0.49044991,0.25255102,1.337883959
2014,Anacapa Island,413,33 57.809,119 29.329,17.6,3.8,17.4,19.59166667,58.51944447,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,1,0,0,36,75,0.48,36,36,0,3,28,5,0.48,0,0.373333333,0.04,0.066666667,0.37191358,1,0,0.444444444,0,0.729763099,0.37191358,1.592137592
2016,Anacapa Island,413,33 57.809,119 29.329,17.6,3.8,17.4,NA,60.55454566,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,11,45,0.244444444,18.33333333,10,1,7,4,0,0.222222222,0.022222222,0.088888889,0.155555556,0,0.58,0,0,0.448979592,1,1.162225545,0.644628099,2.813953488
2017,Anacapa Island,413,33 57.809,119 29.329,17.6,3.8,17.4,NA,55.36666697,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,12,3,0,0,33,65,0.507692308,38.07692308,33,0,18,13,2,0.507692308,0,0.2,0.276923077,0.030769231,0.714416896,1,0.142011834,0.5,0,1.447546116,0.714416896,3.501607717
2018,Anacapa Island,413,33 57.809,119 29.329,17.6,3.8,17.4,NA,54.42727268,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,16,0,0,6,0,0,0,1,2,0,0,33,74,0.445945946,33.44594595,29,4,13,4,16,0.391891892,0.054054054,0.054054054,0.175675676,0.216216216,0.627824019,0,0,0.662721893,0,1.448367391,0.697887971,3.310030395
2019,Anacapa Island,413,33 57.809,119 29.329,17.6,3.8,17.4,NA,55.82647032,0,0,7,0,0,0,4,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,2,6,0,0,0,2,0,0,0,34,75,0.453333333,34,33,1,15,12,7,0.44,0.013333333,0.16,0.2,0.093333333,0.842975207,0,0.541666667,0.657777778,0.408163265,2.012024042,0.851211073,6.720930233
2017,San Miguel Island,419,34 01.844,120 31.948,47.9,4,25,NA,69.62352977,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,68,71,0.957746479,71.83098592,68,0,66,2,0,0.957746479,0,0.028169014,0.929577465,0,0.085640138,1,0.5,0.029843893,1,0.22928458,0.085640138,1.093661306
2018,San Miguel Island,419,34 01.844,120 31.948,47.9,4,25,NA,68.68867982,0,0,19,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,53,70,0.757142857,56.78571429,53,0,32,21,0,0.757142857,0,0.3,0.457142857,0,0.528301887,1,0.176870748,0.060546875,1,0.906179764,0.528301887,2.12
2019,San Miguel Island,419,34 01.844,120 31.948,47.9,4,25,NA,68.65781295,0,0,20,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,38,0,0,0,64,75,0.853333333,64,64,0,41,22,1,0.853333333,0,0.293333333,0.546666667,0.013333333,0.547851563,1,0.169421488,0.138013087,0,1.041239116,0.547851563,2.211663067
2015,Kidney Bank,508,33 34.325,119 00.746,35.8,5.1,27.6,22.13255814,70.15116279,3,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0,43,75,0.573333333,43,43,0,11,23,9,0.573333333,0,0.306666667,0.146666667,0.12,0.717144402,1,0.287334594,0.165289256,0.444444444,1.4690661,0.717144402,3.535372849
2016,Kidney Bank,508,33 34.325,119 00.746,35.8,5.1,27.6,NA,69.19999928,2,0,22,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,0,1,1,0,0,0,2,0,0,0,67,75,0.893333333,67,67,0,3,25,39,0.893333333,0,0.333333333,0.04,0.52,0.60013366,1,0.2176,0.444444444,0.144641683,1.202177711,0.60013366,2.500835655
2017,Kidney Bank,508,33 34.325,119 00.746,35.8,5.1,27.6,NA,63.62884617,1,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,17,2,0,1,52,75,0.693333333,52,52,0,22,19,11,0.693333333,0,0.253333333,0.293333333,0.146666667,0.732248521,1,0.099722992,0.384297521,0.165289256,1.528363754,0.732248521,3.73480663
